PID,Sale_Price
527165230,176457.00437528116
527180040,200070.94874266596
527216070,385102.15863222565
527225035,215189.13640549383
527302110,215459.633512373
527453130,146773.22383987604
528108120,375081.3020931584
528120060,391308.7702513446
528120090,241835.06050277836
528138020,303583.0331202443
528228285,163510.1139661216
528231020,189602.5180804772
528477080,231077.07125141847
528480090,245811.15385427905
531452180,193978.920795943
531453010,144160.4264379745
532351140,131756.02329602552
532354090,157512.28719036098
533212020,159479.65147179342
533221090,167535.5196276861
533223020,167175.8215228499
533223100,140924.12226207295
533244030,240145.26545971585
533253210,188885.076039876
534102025,221930.01250709212
534151175,246418.6568540879
534152100,187903.82370954572
534202160,143848.9957216584
534276360,120669.0627876021
534401110,146506.126539867
534475100,121593.11396906846
535152010,133425.18738941668
535152150,185344.95494251317
535180130,117807.27661028161
535302200,117332.81795726065
535304060,115779.67885367542
535327140,100505.64835812413
535350040,130689.84751354325
535401080,177662.1597109103
535453070,172862.52663484807
535457090,148764.03858709207
535476350,187081.92956577838
535477020,162732.0487786869
902106140,107600.74805999611
902125080,98733.99967880872
902206040,130063.75924747715
902206130,127898.11862949429
902305110,152382.2067881841
902327040,126607.78920856802
902329030,195832.81137159193
902401060,91223.41454335867
903204040,138836.16919341116
903206120,180988.24757253297
903227150,127731.67999112215
904100140,225181.09301577404
904101110,169045.56949197268
904350045,96075.49214946045
904351040,81414.78083955609
905101300,118641.24262989197
905101310,127862.91973937179
905102060,130310.66754802175
905104210,111010.23511265554
905107110,160068.77875775387
905202090,136241.80099542314
905325030,252825.35086876876
905352140,237266.9738365947
905426060,79491.44161757185
905426200,142413.47323732518
905452110,120742.65635579359
905453040,167884.78519546392
905475510,110381.91543418381
906201030,174333.34587880335
906201120,231952.66530481257
906378100,238303.1329784075
906385020,177748.40731166824
906477110,158356.06329371597
907125090,156346.39701758514
907185060,181451.6942149533
907200340,131054.920614198
907290040,201052.79265080608
907401090,240298.77193380974
907410080,207350.97969804183
908102060,65494.34541558187
908102300,102043.77666302619
908152080,132596.2182609874
908203100,98008.21149304662
908226130,84449.0573831182
909176150,118694.5546117641
909250030,103580.85984767054
909250060,188767.11942839634
909427230,269960.9820980441
909428280,322528.67602594197
909475140,273777.8572105573
910202060,119330.03478600962
911202100,94214.52103253537
911204090,107553.3760445776
911204100,87354.74852562844
914467040,244577.0305627407
914478110,173081.78330245614
916125360,166001.68612960592
916455170,222252.62383920734
